jittered_title,seed_title,onet_code,onet_name
Licensed Aircraft Mechanic - Inspector & Repair,Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
Aircraft Mechanic - Sheet Metal & Structures Specialist,Aircraft Mechanic,49-3011.00,Aircraft Mechanics and Service Technicians
Clock Repair Technician - Luxury Watch Brand,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Horologist/Clock Repair Technician - Antique Timepieces,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Senior Clock Repair Technician - Museum Conservation,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Clockmaker/Clock Repair Technician - Family-Owned Business,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Timepiece Restoration Specialist/Clock Repair Technician - High-End Jewelry Store,Clock Repair Technician,49-9064.00,Watch and Clock Repairers
Parking Enforcement Officer/Technician - City Municipal,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Parking Enforcement Technician - University Campus,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Mobile Parking Enforcement Technician - Downtown Area,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Parking Enforcement Technician (Part-Time) - Special Events,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Parking Enforcement Technician - Meter Maintenance & Repair,Parking Enforcement Technician,33-3041.00,Parking Enforcement Workers
Front End Developer (React/Angular) - Remote Opportunity,Front End Developer,15-1252.00,Software Developers
Senior Front End Developer - E-commerce Platform,Front End Developer,15-1252.00,Software Developers
"Front End Developer - JavaScript, HTML/CSS, UI/UX",Front End Developer,15-1252.00,Software Developers
Front End Developer (Intern) - Summer Internship Program,Front End Developer,15-1252.00,Software Developers
Lead Front End Developer - Digital Agency (Full-Stack Experience),Front End Developer,15-1252.00,Software Developers
Business Continuity Planner - Global Financial Institution,Business Continuity Professional,13-1199.04,Business Continuity Planners
Senior Business Continuity Professional - Risk Management,Business Continuity Professional,13-1199.04,Business Continuity Planners
Business Continuity Specialist - IT Disaster Recovery,Business Continuity Professional,13-1199.04,Business Continuity Planners
Business Continuity Manager - Supply Chain Resilience,Business Continuity Professional,13-1199.04,Business Continuity Planners
Business Continuity Coordinator - Emergency Response & Crisis Management,Business Continuity Professional,13-1199.04,Business Continuity Planners
Florist - High-End Wedding & Event Design,Florist,27-1023.00,Floral Designers
Lead Florist - Retail Flower Shop (Full-Time),Florist,27-1023.00,Floral Designers
Florist Assistant - Flower Arranging & Delivery,Florist,27-1023.00,Floral Designers
Senior Florist - Wholesale Floral Distributor,Florist,27-1023.00,Floral Designers
Floral Designer/Florist - Boutique Hotel & Restaurant,Florist,27-1023.00,Floral Designers
"Vice President, Fixed Income Trading - Institutional Clients",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
Fixed Income Vice President - Asset Management (New York),Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"VP, Fixed Income Investments - Portfolio Management Team",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Fixed Income VP, Credit Strategies - Global Investment Bank",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Senior Vice President, Fixed Income Sales & Trading - Financial Institutions",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Parts Cleaner - 2nd Shift, Automotive Manufacturing",Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Detail Shop Parts Cleaner - Car Dealership (Full-Time),Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
"Industrial Parts Cleaner - Immediate Opening, Competitive Pay",Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Aerospace Parts Cleaner - Precision Cleaning (Day Shift),Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
"Entry-Level Parts Cleaner Wanted - Training Provided, Room for Advancement",Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Job Superintendent - Commercial Construction Projects,Job Superintendent,11-9021.00,Construction Managers
Construction Job Superintendent - High-Rise Building Experience,Job Superintendent,11-9021.00,Construction Managers
Senior Job Superintendent - Industrial Construction (Travel Required),Job Superintendent,11-9021.00,Construction Managers
"Job Superintendent, Residential Construction - Custom Home Builder",Job Superintendent,11-9021.00,Construction Managers
Field Operations Job Superintendent - Oil & Gas Industry Experience,Job Superintendent,11-9021.00,Construction Managers
Speech-Language Pathology Assistant (SLPA) - Pediatric Clinic,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech-Language Assistant - Elementary School Setting (Part-Time),Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Assistant to Speech-Language Pathologist - Rehabilitation Hospital,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
"Speech-Language Assistant, Bilingual (Spanish/English) - Community Outreach",Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech-Language Pathology Assistant - Adult Rehabilitation Center (Full-Time),Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Stock Prep Operator - Pulp & Paper Mill (Night Shift),Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
"Stock Preparation Operator, Entry-Level - Training Provided",Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Experienced Stock Prep Operator Wanted - Competitive Pay & Benefits,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Paper Mill Stock Prep Operator - Maintenance & Troubleshooting,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Preparation Operator - Chemical Processing Experience Preferred (Day Shift),Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Fence Erector - Commercial & Residential Projects,Fence Erector,47-4031.00,Fence Erectors
Immediate Hire: Fence Installation Crew Member,Fence Erector,47-4031.00,Fence Erectors
Fence Erector Wanted - Competitive Pay & Benefits,Fence Erector,47-4031.00,Fence Erectors
Construction Laborer/Fence Erector - Entry Level,Fence Erector,47-4031.00,Fence Erectors
Experienced Fence Erector - Foreman Opportunity,Fence Erector,47-4031.00,Fence Erectors
CDL A Bulk Delivery Driver - Home Daily,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
"Bulk Fuel Delivery Driver - $5,000 Sign-On Bonus",Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Bulk Delivery Driver (Non-CDL) - Local Routes,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Hazmat Bulk Delivery Driver - Competitive Pay,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Bulk Tanker Driver - Dedicated Routes & Great Benefits,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Medical Billing Coordinator - Remote Opportunity,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Accounts Receivable/Payable,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Senior Billing Coordinator - Healthcare Experience Required,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing & Insurance Coordinator - Dental Office,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Temporary Position (6-8 weeks),Billing Coordinator,43-3021.00,Billing and Posting Clerks
"Station Agent - Part-Time, Airport Customer Service",Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
"Train Station Agent - Full-Time, Overnight Shifts",Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent (Customer Service Rep) - Bus Terminal,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Railroad Station Agent - Freight Operations,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Ticket Sales & Customer Support,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Motorboat Operator - Tour Guide (Seasonal),Motorboat Operator,53-5022.00,Motorboat Operators
Launch Operator/Motorboat Captain - Marina,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Operator - Water Taxi Service,Motorboat Operator,53-5022.00,Motorboat Operators
Commercial Motorboat Operator - Fishing Charters,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Operator/Deckhand - Research Vessel,Motorboat Operator,53-5022.00,Motorboat Operators
Cytology Applications Specialist - Remote Opportunity,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Senior Cytology Specialist - Molecular Diagnostics (Field-Based),Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Applications Specialist - Hematology Focus,Cytology Applications Specialist,29-2011.02,Cytotechnologists
"Applications Specialist, Cytology - Training and Support",Cytology Applications Specialist,29-2011.02,Cytotechnologists
Field-Based Cytology Applications Specialist - Competitive Salary and Benefits,Cytology Applications Specialist,29-2011.02,Cytotechnologists
Locksmith - Commercial and Residential Services,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Wanted - Full-Time Position with Benefits,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Master Locksmith - High-Security Clearance Required,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Opportunity - Join Our Team of Experts (Training Provided),Locksmith,49-9094.00,Locksmiths and Safe Repairers
Mobile Locksmith - Emergency Services and Competitive Pay,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Carpenter's Helper - Construction Site (Temporary Position),Carpenter's Helper,47-3012.00,Helpers--Carpenters
Entry-Level Carpenter's Helper - No Experience Necessary,Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter Helper - Residential Building and Remodeling,Carpenter's Helper,47-3012.00,Helpers--Carpenters
"Laborer/Carpenter's Helper - Full-Time, Union Position",Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter's Helper - Commercial Construction Project (Immediate Start),Carpenter's Helper,47-3012.00,Helpers--Carpenters
"Machine Tender - 2nd Shift, Manufacturing Environment",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Entry-Level Machine Tender - Training and Development Opportunities,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Experienced Machine Tender - Injection Molding (Competitive Pay),Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
"Machine Tender - Textile Industry, Full-Time Position",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
"Production Machine Tender - Day Shift, Overtime Available",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Process Improvement Engineer - Lean Six Sigma Black Belt,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Senior Process Improvement Engineer - Global Manufacturing Operations,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Process Improvement Engineer - Data-Driven Decision Making,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Quality and Process Improvement Engineer - Medical Devices,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Manufacturing Process Improvement Engineer - Automation and Efficiency Expert,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Quality Director - Medical Devices (ISO 13485),Quality Director,11-3051.01,Quality Control Systems Managers
"Senior Director, Quality Assurance - Pharmaceutical Industry",Quality Director,11-3051.01,Quality Control Systems Managers
Director of Quality - Food Manufacturing (HACCP),Quality Director,11-3051.01,Quality Control Systems Managers
Quality Director - Aerospace (AS9100) - Remote Option,Quality Director,11-3051.01,Quality Control Systems Managers
"VP, Quality & Regulatory Affairs - Biotech Startup",Quality Director,11-3051.01,Quality Control Systems Managers
Project Engineering Manager - Renewable Energy (Solar/Wind),Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
"Engineering Manager, Project Management Office (PMO)",Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Senior Project Engineering Manager - Oil & Gas (Upstream),Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Project Engineering Manager - Construction Management,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
